State ID,State,Quarter ID,Quarter,Monthly Wage,Workforce
3,Baja California Sur,20241,2024-Q1,11068.343265594205,450552
3,Baja California Sur,20242,2024-Q2,11351.867698981136,455998
3,Baja California Sur,20243,2024-Q3,11976.717622338838,468780
3,Baja California Sur,20244,2024-Q4,12341.553865638814,455578
3,Baja California Sur,20251,2025-Q1,12286.45882517582,450178
4,Campeche,20101,2010-Q1,4309.171038475115,354125
4,Campeche,20102,2010-Q2,4247.506475714664,355482
4,Campeche,20103,2010-Q3,4259.232668844404,358170
4,Campeche,20104,2010-Q4,4122.535427816702,362667
4,Campeche,20111,2011-Q1,4362.495232573476,363928
4,Campeche,20112,2011-Q2,4547.844620655357,361940
4,Campeche,20113,2011-Q3,4533.329845019458,366175
4,Campeche,20114,2011-Q4,4607.58738111322,373044
4,Campeche,20121,2012-Q1,4491.244236937403,386600
4,Campeche,20122,2012-Q2,4792.250048290011,383102
4,Campeche,20123,2012-Q3,4426.72500333902,396823
4,Campeche,20124,2012-Q4,4628.320515376249,396293
4,Campeche,20131,2013-Q1,4625.390414347397,386077
4,Campeche,20132,2013-Q2,4973.175586401044,389324
4,Campeche,20133,2013-Q3,5041.864529950756,389289
4,Campeche,20134,2013-Q4,4950.3920509180825,393102
4,Campeche,20141,2014-Q1,5160.302043855249,386818
4,Campeche,20142,2014-Q2,5106.424220999721,387548
4,Campeche,20143,2014-Q3,4985.248053467346,387227
4,Campeche,20144,2014-Q4,4859.1703667632055,390170
4,Campeche,20151,2015-Q1,4908.710937701601,387522
4,Campeche,20152,2015-Q2,4958.388055836313,397734
4,Campeche,20153,2015-Q3,4922.0900003047755,393732
4,Campeche,20154,2015-Q4,4997.077733032659,399547
4,Campeche,20161,2016-Q1,4925.945701015366,396803
4,Campeche,20162,2016-Q2,5076.193264839892,393517
4,Campeche,20163,2016-Q3,4903.286481658563,396343
4,Campeche,20164,2016-Q4,4924.618147091242,397386
4,Campeche,20171,2017-Q1,5009.004275685702,395726
4,Campeche,20172,2017-Q2,4754.685316362709,400221
4,Campeche,20173,2017-Q3,4724.757740339537,401016
4,Campeche,20174,2017-Q4,4915.756904450181,404051
4,Campeche,20181,2018-Q1,5007.7276821514315,402783
4,Campeche,20182,2018-Q2,5173.863880281157,410161
4,Campeche,20183,2018-Q3,5154.030716476648,414696
4,Campeche,20184,2018-Q4,4984.021196179336,418566
4,Campeche,20191,2019-Q1,5216.685340012209,414441
4,Campeche,20192,2019-Q2,5365.064292380791,424296
4,Campeche,20193,2019-Q3,5347.812331773476,430595
4,Campeche,20194,2019-Q4,5166.373486978567,433900
4,Campeche,20201,2020-Q1,5406.117109099208,435961
4,Campeche,20203,2020-Q3,5004.057946102233,391519
4,Campeche,20204,2020-Q4,5485.711003140368,421925
4,Campeche,20211,2021-Q1,5647.149765269236,426020
4,Campeche,20212,2021-Q2,5552.848596450056,430373
4,Campeche,20213,2021-Q3,5674.537304616503,418152
4,Campeche,20214,2021-Q4,5884.746459273331,421100
4,Campeche,20221,2022-Q1,6527.847661767107,422691
4,Campeche,20222,2022-Q2,6269.955764399368,429880
4,Campeche,20223,2022-Q3,6130.021746869108,435419
4,Campeche,20224,2022-Q4,6243.983203698234,426582
4,Campeche,20231,2023-Q1,6354.570150775899,431435
4,Campeche,20232,2023-Q2,6566.286898214768,432941
4,Campeche,20233,2023-Q3,7016.995750294767,435089
4,Campeche,20234,2023-Q4,7142.631731862299,441594
4,Campeche,20241,2024-Q1,7814.836709310987,447031
4,Campeche,20242,2024-Q2,8227.4296845682,439683
4,Campeche,20243,2024-Q3,7890.096623195263,435382
4,Campeche,20244,2024-Q4,7957.183167265394,437873
4,Campeche,20251,2025-Q1,8043.827859291547,439803
5,Coahuila de Zaragoza,20101,2010-Q1,4521.864414373634,1082482
5,Coahuila de Zaragoza,20102,2010-Q2,4441.355728243066,1093433
5,Coahuila de Zaragoza,20103,2010-Q3,4524.715153135617,1080872
5,Coahuila de Zaragoza,20104,2010-Q4,4309.272956378131,1094772
5,Coahuila de Zaragoza,20111,2011-Q1,4608.24102350592,1107253
5,Coahuila de Zaragoza,20112,2011-Q2,4555.527374596065,1161387
5,Coahuila de Zaragoza,20113,2011-Q3,4536.259032879732,1188270
5,Coahuila de Zaragoza,20114,2011-Q4,4344.6994089084865,1201506
5,Coahuila de Zaragoza,20121,2012-Q1,4476.743954433614,1175779
5,Coahuila de Zaragoza,20122,2012-Q2,4538.742884499943,1209402
5,Coahuila de Zaragoza,20123,2012-Q3,4689.893949287543,1237408
5,Coahuila de Zaragoza,20124,2012-Q4,4721.4743358897595,1210153
5,Coahuila de Zaragoza,20131,2013-Q1,4892.652307191718,1204733
5,Coahuila de Zaragoza,20132,2013-Q2,4956.563924427421,1246378
5,Coahuila de Zaragoza,20133,2013-Q3,4992.251336621063,1253347
5,Coahuila de Zaragoza,20134,2013-Q4,4943.546627005494,1253619
5,Coahuila de Zaragoza,20141,2014-Q1,5118.044283371515,1198215
5,Coahuila de Zaragoza,20142,2014-Q2,4872.961946034605,1243760
5,Coahuila de Zaragoza,20143,2014-Q3,5167.539058613665,1262436
5,Coahuila de Zaragoza,20144,2014-Q4,5201.102436434126,1244811
5,Coahuila de Zaragoza,20151,2015-Q1,5261.266700130248,1229197
5,Coahuila de Zaragoza,20152,2015-Q2,5331.116945487488,1249548
5,Coahuila de Zaragoza,20153,2015-Q3,5492.7726065313955,1254372
5,Coahuila de Zaragoza,20154,2015-Q4,5546.062232464155,1258009
5,Coahuila de Zaragoza,20161,2016-Q1,5553.360363522525,1264956
5,Coahuila de Zaragoza,20162,2016-Q2,5539.125862027861,1258370
5,Coahuila de Zaragoza,20163,2016-Q3,5634.439450876136,1304478
5,Coahuila de Zaragoza,20164,2016-Q4,5402.464615717444,1312758
5,Coahuila de Zaragoza,20171,2017-Q1,5743.380080068952,1313368
5,Coahuila de Zaragoza,20172,2017-Q2,5697.722016530849,1306164
5,Coahuila de Zaragoza,20173,2017-Q3,5534.4950618214425,1287013
5,Coahuila de Zaragoza,20174,2017-Q4,5704.805137122882,1301351
5,Coahuila de Zaragoza,20181,2018-Q1,5635.142837476669,1314802
5,Coahuila de Zaragoza,20182,2018-Q2,5822.677743178151,1343624
5,Coahuila de Zaragoza,20183,2018-Q3,5971.678419171837,1310756
5,Coahuila de Zaragoza,20184,2018-Q4,5834.624734106602,1341233
5,Coahuila de Zaragoza,20191,2019-Q1,6183.004235981164,1313037
5,Coahuila de Zaragoza,20192,2019-Q2,6709.648958181619,1331998
5,Coahuila de Zaragoza,20193,2019-Q3,7080.719753034905,1342052
5,Coahuila de Zaragoza,20194,2019-Q4,6940.39518668801,1343150
5,Coahuila de Zaragoza,20201,2020-Q1,7342.398884192295,1318686
5,Coahuila de Zaragoza,20203,2020-Q3,7313.473530800838,1270420
5,Coahuila de Zaragoza,20204,2020-Q4,7055.7373705617665,1323218
5,Coahuila de Zaragoza,20211,2021-Q1,7472.123306101265,1346819
5,Coahuila de Zaragoza,20212,2021-Q2,7386.623132032742,1396237
5,Coahuila de Zaragoza,20213,2021-Q3,7733.315780772677,1415444
5,Coahuila de Zaragoza,20214,2021-Q4,7615.768314865015,1421714
5,Coahuila de Zaragoza,20221,2022-Q1,8035.432357193175,1413868
5,Coahuila de Zaragoza,20222,2022-Q2,7737.906040111604,1454791
5,Coahuila de Zaragoza,20223,2022-Q3,7936.582867664597,1450602
5,Coahuila de Zaragoza,20224,2022-Q4,7977.155712193643,1487931
5,Coahuila de Zaragoza,20231,2023-Q1,8520.732875522508,1462176
5,Coahuila de Zaragoza,20232,2023-Q2,8799.562657004928,1500351
5,Coahuila de Zaragoza,20233,2023-Q3,9193.354215312664,1467661
5,Coahuila de Zaragoza,20234,2023-Q4,8834.880395273678,1518644
5,Coahuila de Zaragoza,20241,2024-Q1,9413.289668915153,1467358
5,Coahuila de Zaragoza,20242,2024-Q2,9459.464592908907,1509048
5,Coahuila de Zaragoza,20243,2024-Q3,9677.019405342578,1509945
5,Coahuila de Zaragoza,20244,2024-Q4,9560.77703066669,1546401
5,Coahuila de Zaragoza,20251,2025-Q1,9470.963708377105,1516383
6,Colima,20101,2010-Q1,4577.697425394576,299308
6,Colima,20102,2010-Q2,4620.077645404019,307127
6,Colima,20103,2010-Q3,4564.871748565436,308979
6,Colima,20104,2010-Q4,4567.559773333554,301765
6,Colima,20111,2011-Q1,4583.328361708804,302785
6,Colima,20112,2011-Q2,4590.417046745723,312435
6,Colima,20113,2011-Q3,4343.259834105941,315382
6,Colima,20114,2011-Q4,4457.588016928696,317331
6,Colima,20121,2012-Q1,4728.832324876376,321944
6,Colima,20122,2012-Q2,4807.378095554343,328253
6,Colima,20123,2012-Q3,4877.485637471194,335874
6,Colima,20124,2012-Q4,4779.187428170774,328035
6,Colima,20131,2013-Q1,5025.545348858386,329446
6,Colima,20132,2013-Q2,5038.916119550421,332044
6,Colima,20133,2013-Q3,4853.416479835892,330513
6,Colima,20134,2013-Q4,4901.412783144349,339447
6,Colima,20141,2014-Q1,4953.746427691737,328849
6,Colima,20142,2014-Q2,4834.5877040088735,334483
6,Colima,20143,2014-Q3,4886.633673085078,337207
6,Colima,20144,2014-Q4,4772.233115127618,338824
6,Colima,20151,2015-Q1,4889.331468758773,338415
6,Colima,20152,2015-Q2,4847.933012534166,339153
6,Colima,20153,2015-Q3,4895.99583668211,338432
6,Colima,20154,2015-Q4,4867.6141347316525,344032
6,Colima,20161,2016-Q1,4931.000114776631,348503
6,Colima,20162,2016-Q2,4828.178561755536,347062
6,Colima,20163,2016-Q3,4894.752679384699,352413
6,Colima,20164,2016-Q4,4893.49296026169,352783
6,Colima,20171,2017-Q1,5108.345114005613,361298
6,Colima,20172,2017-Q2,4908.917975074894,354502
6,Colima,20173,2017-Q3,5096.63852287412,354418
6,Colima,20174,2017-Q4,5028.2062992727,366836
6,Colima,20181,2018-Q1,5291.19028801436,367690
6,Colima,20182,2018-Q2,5205.462046222189,375707
6,Colima,20183,2018-Q3,5515.704825540626,372207
6,Colima,20184,2018-Q4,5293.673289344935,382222
6,Colima,20191,2019-Q1,5373.605976403775,377518
6,Colima,20192,2019-Q2,5382.812071023575,375312
6,Colima,20193,2019-Q3,5474.1327039021935,382144
6,Colima,20194,2019-Q4,5520.775044745988,384392
6,Colima,20201,2020-Q1,5805.413552233378,384955
6,Colima,20203,2020-Q3,5468.097029878181,350356
6,Colima,20204,2020-Q4,5860.250725772619,357550
6,Colima,20211,2021-Q1,5917.987475746279,353554
6,Colima,20212,2021-Q2,6696.015451048638,368907
6,Colima,20213,2021-Q3,6086.181584703162,383138
6,Colima,20214,2021-Q4,5899.544301359662,389435
6,Colima,20221,2022-Q1,6109.42270854274,380042
6,Colima,20222,2022-Q2,6185.76099296305,385110
6,Colima,20223,2022-Q3,6462.0103494371,383016
6,Colima,20224,2022-Q4,6639.61220063839,376259
6,Colima,20231,2023-Q1,6893.871242046781,383021
6,Colima,20232,2023-Q2,6596.684906791701,370246
6,Colima,20233,2023-Q3,6817.903796686902,379041
6,Colima,20234,2023-Q4,6738.159402645671,372911
6,Colima,20241,2024-Q1,7515.202962864545,376325
6,Colima,20242,2024-Q2,7117.2041466439105,368539
6,Colima,20243,2024-Q3,7438.201418844343,375094
6,Colima,20244,2024-Q4,7477.348033836623,359965
6,Colima,20251,2025-Q1,7816.446283762431,363903
7,Chiapas,20101,2010-Q1,2536.7334413888066,1816351
7,Chiapas,20102,2010-Q2,2459.0352983109888,1851675
7,Chiapas,20103,2010-Q3,2541.3484332802873,1821066
7,Chiapas,20104,2010-Q4,2563.274947622029,1769828
7,Chiapas,20111,2011-Q1,2716.3009351770875,1842111
7,Chiapas,20112,2011-Q2,2690.7490239177096,1895332
7,Chiapas,20113,2011-Q3,2652.388057373568,1852909
7,Chiapas,20114,2011-Q4,2653.635886714081,1869182
7,Chiapas,20121,2012-Q1,2725.858702752363,1898296
7,Chiapas,20122,2012-Q2,2633.695240157312,1944413
7,Chiapas,20123,2012-Q3,2778.5350753494918,1878513
7,Chiapas,20124,2012-Q4,2762.6720172018554,1850033
7,Chiapas,20131,2013-Q1,2877.8997507986414,1904484
7,Chiapas,20132,2013-Q2,2746.889330300166,1890653
7,Chiapas,20133,2013-Q3,2816.774452703951,1927476
7,Chiapas,20134,2013-Q4,2789.793906708398,1886665
7,Chiapas,20141,2014-Q1,2955.0591223594756,1874959
7,Chiapas,20142,2014-Q2,2777.2794522759827,1833186
7,Chiapas,20143,2014-Q3,2895.2306627003527,1810245
7,Chiapas,20144,2014-Q4,2873.1783935447306,1811977
7,Chiapas,20151,2015-Q1,2998.8272834523905,1865629
7,Chiapas,20152,2015-Q2,2999.5130699381502,1865005
7,Chiapas,20153,2015-Q3,2988.928692862553,1915797
7,Chiapas,20154,2015-Q4,2864.678683167682,1949375
7,Chiapas,20161,2016-Q1,3186.7611378284596,1946093
7,Chiapas,20162,2016-Q2,3037.5840399959634,1912393
7,Chiapas,20163,2016-Q3,3011.206643340383,1978312
7,Chiapas,20164,2016-Q4,3133.1368209676843,1910292
7,Chiapas,20171,2017-Q1,3144.6836356865297,1965582
7,Chiapas,20172,2017-Q2,3293.674434215522,1872577
7,Chiapas,20173,2017-Q3,3130.556923911355,1899035
7,Chiapas,20174,2017-Q4,3249.1839281170533,1858911
7,Chiapas,20181,2018-Q1,3331.6227083543354,1944236
7,Chiapas,20182,2018-Q2,3462.8279317377546,1880864
7,Chiapas,20183,2018-Q3,3443.2536472807055,1938499
7,Chiapas,20184,2018-Q4,3437.937253246579,1899923
7,Chiapas,20191,2019-Q1,3546.09994477788,1928575
7,Chiapas,20192,2019-Q2,3296.7732588662384,2059075
7,Chiapas,20193,2019-Q3,3297.4864436820158,2072908
7,Chiapas,20194,2019-Q4,3549.8407662616073,2111707
7,Chiapas,20201,2020-Q1,3730.6010897841556,2068483
7,Chiapas,20203,2020-Q3,3615.642224460767,1946701
7,Chiapas,20204,2020-Q4,3894.997788539924,2049777
7,Chiapas,20211,2021-Q1,3933.092472711854,2063625
7,Chiapas,20212,2021-Q2,4074.9477358766185,2197473
7,Chiapas,20213,2021-Q3,3925.3158931414023,2098811
7,Chiapas,20214,2021-Q4,3884.3715688204948,2158405
7,Chiapas,20221,2022-Q1,4414.604075223788,2104228
7,Chiapas,20222,2022-Q2,4165.142399623637,2142611
7,Chiapas,20223,2022-Q3,3966.602894656242,2177737
7,Chiapas,20224,2022-Q4,4433.778167346173,2159655
7,Chiapas,20231,2023-Q1,4628.522322923088,2144746
7,Chiapas,20232,2023-Q2,4606.004686775483,2145825
7,Chiapas,20233,2023-Q3,4604.445308757632,2166910
7,Chiapas,20234,2023-Q4,4839.881181713466,2204223
7,Chiapas,20241,2024-Q1,5140.361880505099,2217149
7,Chiapas,20242,2024-Q2,5250.2897689496,2200429
7,Chiapas,20243,2024-Q3,5352.639641683664,2186113
7,Chiapas,20244,2024-Q4,5348.451474170298,2226371
7,Chiapas,20251,2025-Q1,5198.861598562575,2252361
8,Chihuahua,20101,2010-Q1,4358.861805687819,1317869
8,Chihuahua,20102,2010-Q2,4421.887809589534,1341817
8,Chihuahua,20103,2010-Q3,4386.284301619194,1309479
8,Chihuahua,20104,2010-Q4,3950.5354681936783,1272027
8,Chihuahua,20111,2011-Q1,4137.537805648146,1251030
8,Chihuahua,20112,2011-Q2,4044.736285180513,1285726
8,Chihuahua,20113,2011-Q3,4124.300360062621,1288387
8,Chihuahua,20114,2011-Q4,4359.184911045515,1351028
8,Chihuahua,20121,2012-Q1,4385.004911574463,1337453
8,Chihuahua,20122,2012-Q2,4441.099402913543,1402142
8,Chihuahua,20123,2012-Q3,4688.897243832463,1421394
8,Chihuahua,20124,2012-Q4,4662.433428903374,1429667
8,Chihuahua,20131,2013-Q1,4379.564405749059,1445593
8,Chihuahua,20132,2013-Q2,4707.699958882305,1473818
8,Chihuahua,20133,2013-Q3,4708.6382178062095,1462355
8,Chihuahua,20134,2013-Q4,4793.1552617349225,1464688
8,Chihuahua,20141,2014-Q1,4783.471887934973,1440378
8,Chihuahua,20142,2014-Q2,5086.059474550244,1492588
8,Chihuahua,20143,2014-Q3,4800.405018026341,1499195
8,Chihuahua,20144,2014-Q4,4637.438924562216,1526039
8,Chihuahua,20151,2015-Q1,4980.245251194336,1524278
8,Chihuahua,20152,2015-Q2,5078.335504593016,1534286
8,Chihuahua,20153,2015-Q3,5111.881219388042,1528406
8,Chihuahua,20154,2015-Q4,5563.408190669077,1572106
8,Chihuahua,20161,2016-Q1,5693.677890560359,1534910
8,Chihuahua,20162,2016-Q2,6029.369151512186,1573847
8,Chihuahua,20163,2016-Q3,6370.957880367887,1624848
8,Chihuahua,20164,2016-Q4,6326.056322539291,1634976
8,Chihuahua,20171,2017-Q1,6824.098708091928,1589819
8,Chihuahua,20172,2017-Q2,6198.064437656907,1617998
8,Chihuahua,20173,2017-Q3,6348.69664157336,1602685
8,Chihuahua,20174,2017-Q4,6217.8272753445635,1632500
8,Chihuahua,20181,2018-Q1,6114.8430664493135,1607827
8,Chihuahua,20182,2018-Q2,5916.042915807573,1694131
